PlantID,Species,Block,Inoculum_type,Root_mass_g,Shoot_Height_cm,Shoot_mass_g,LICOR_E,LICOR_A,LICOR_water_use_eff,iWUE,LICOR_Ci,LICOR_gsw_stomata,Median.Number.of.Roots,Maximum.Number.of.Roots,Number.of.Root.Tips,Total.Root.Length.mm,root_Depth.mm,root_Maximum.Width.mm,root_Width-to-Depth.Ratio,root_Network.Area.mm2,root_Convex.Area.mm2,root_Solidity,Lower.Root.Area.mm2,root_Average.Diameter.mm,root_Median.Diameter.mm,root_Maximum.Diameter.mm,root_Perimeter.mm,root_Volume.mm3,root_Surface.Area.mm2,root_Holes,root_Average.Hole.Size.mm2,root_Computation.Time.s,Average.Root.Orientation.deg,root_Shallow.Angle.Frequency,root_Medium.Angle.Frequency,root_Steep.Angle.Frequency,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,root_Projected.Area.Diameter.Range.1.mm2,root_Projected.Area.Diameter.Range.2.mm2,Root_Projected.Area.Diameter.Range.3.mm2,Root_Surface.Area.Diameter.Range.1.mm2,root_Surface.Area.Diameter.Range.2.mm2,root_Surface.Area.Diameter.Range.3.mm2,Rott_Volume.Diameter.Range.1.mm3,root_Volume.Diameter.Range.2.mm3,root_Volume.Diameter.Range.3.mm3,LAT.Max.Diameter,LAT.Min.Diameter,LAT.Total.Area,LAT.Total.Perimeter,LAT.Cortex.Max.Diameter,LAT.Cortex.Min.Diameter,LAT.Cortex.Area,LAT.Cortex.Perimeter,LAT.Stele.Max.Diameter,LAT.Stele.Min.Diameter,LAT.Stele.Area,LAT.Stele.Perimeter,LAT.Number.of.Aerenchyma,LAT.Total.Area.of.Aerencyhma,LAT.Average.area.of.Aerenchyma,LAT.Number.of.Metaxylem,LAT.Total.Area.of.Metaxylem,LAT.Average.area.of.metaxylem,LAT.Cortical.Cell.Layers,Li,B,Na,Mg,P,S,K,Ca,Ti,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Mo,Cd,Pb
193,gamagrass,g1,adapted_comm,0.2,60,0.63,0.000485,-0.30897,-637.0515464,-30.4704142,417.5242,0.01014,15,62,12927,13013.08543,207.094667,165.227,0.797833,3571.401459,23156.45996,0.154229,2031.176941,0.726311,0.30527,21.533481,13814.76214,39984.08761,32702.23608,6033,0.667574,3.446,45.009515,0.318378,0.362011,0.319611,12037.07862,635.534578,340.472232,5023.243084,1953.482529,3428.062077,15792.68537,6139.976072,10769.57464,2803.151684,5048.232998,32132.70293,1328.6165,1087.2789,1018920.871,4282.9478,1286.0271,1038.971,938186.773,4130.3061,478.7981,413.3408,154179.7009,1431.1665,13,202046.0098,15542.0007,9,13627.6229,1514.1803,13,5.517,-27.312,36.549,1114.858,598.257,996.019,20243.974,1346.316,0.154,0.05,32.371,58.208,0.033,0.069,0.916,8.268,1.406,0.788,27.546,29.99,14.348,0.034,0.085
194,gamagrass,g2,adapted_comm,0.15,55,0.51,0.000386,0.000807,2.090673575,0.097006852,371.1818,0.008319,10,53,9747,9050.321437,190.203667,151.384,0.795905,2565.140031,19033.68236,0.134768,1172.787977,0.70589,0.34909,13.494975,9180.073699,16959.888,21936.9304,3162,0.783461,2.599,43.952016,0.319661,0.384192,0.296147,8372.67244,460.795703,216.853294,3878.81711,1421.070104,1679.877833,12194.33071,4465.107828,5277.491859,2254.637975,3692.989888,11012.26014,1270.5828,1190.8333,1152368.873,3959.9739,1216.2376,1146.7976,1061499.104,3764.5897,514.4402,471.8072,187241.6155,1542.5494,12,470352.6613,39196.0551,8,11928.5609,1491.0701,12,4.245,22.878,8.733,823.917,776.03,802.933,17288.273,1217.695,0.068,0.059,22.685,49.282,0.042,0.151,0.702,11.182,1.434,2.452,27.179,31.759,11.797,0.057,0.272
195,gamagrass,g3,adapted_comm,0.23,55,0.69,0.001671,5.642796,3376.897666,151.1233831,135.183,0.037339,20,60,13242,12141.77281,214.249,161.544,0.754001,3301.518487,25698.29179,0.128472,1930.277501,0.542776,0.338667,10.644119,14219.84951,9557.491518,22006.89479,3342,1.412358,3.261,43.881573,0.338973,0.354934,0.306092,11601.1253,451.685136,88.962376,5053.476109,1341.131224,606.6044,15885.8898,4215.301068,1905.703927,2811.136146,3340.075202,3406.280169,1559.0987,1320.5426,1639380.291,4649.0989,1501.58,1270.4928,1530946.308,4484.055,601.437,519.1749,243429.4454,1765.9057,16,626329.4114,39145.5882,11,25307.0559,2300.6414,13,7.952,22.268,-2.214,1098.278,768.884,857.827,21488.206,1324.26,-0.024,0.019,24.408,53.988,0.042,0.092,0.801,13.861,2.047,1.536,36.007,39.531,22.234,0.041,0.812
196,gamagrass,g4,adapted_comm,0.16,70,0.68,0.000349,0.478108,1369.936963,63.79877235,272.5549,0.007494,10,59,11282,10952.36677,233.976333,153.754667,0.657138,3316.226342,25483.99563,0.13013,1928.471053,0.731711,0.35921,12.109997,10954.97607,18346.80316,27017.41776,4160,0.602956,3.253,45.44298,0.312149,0.363771,0.32408,10052.50115,646.211552,253.654064,4848.597238,1978.586271,1768.010951,15243.2511,6217.611639,5556.555017,3021.19979,5119.249688,10206.35369,1913.9242,1272.8483,1722396.753,5516.7572,1863.1688,1227.9714,1567882.416,5583.144,709.1943,522.2982,286876.6218,1953.8965,15,388027.195,25868.4797,12,45462.3859,3788.5322,15,5.357,14.461,32.862,896.55,888.39,878.381,18608.309,1699.643,0.307,0.031,28.218,44.911,0.058,0.072,0.527,12.177,3.29,1.658,33.302,40.052,15.674,0.036,-0.04
197,gamagrass,g5,adapted_comm,0.25,63,0.76,0.001154,3.625552,3141.72617,146.7122046,142.5207,0.024712,19,83,17982,16603.55907,234.992333,145.457333,0.618988,4818.843409,28874.09727,0.166892,1870.702352,0.668191,0.35921,17.805181,16035.21904,27759.52842,37504.98487,7967,0.588218,3.92,44.262878,0.32292,0.367947,0.309133,15636.55531,682.603051,284.400703,7465.956031,2047.789054,2417.248921,23475.55303,6435.420386,7594.011453,4519.125584,5164.245596,18076.15723,1492.2327,1163.3963,1380834.464,4344.2211,1437.3896,1122.6675,1282812.55,4157.0156,601.6767,480.53,224865.0215,1705.9525,20,475852.889,23792.6444,11,15097.8938,1372.5358,15,3.81,16.191,36.019,702.797,756.251,703.03,17444.395,916.27,0.118,0.001,27.194,33.494,0.026,0.045,2.35,9.451,1.922,1.046,28.854,22.131,11.23,0.028,-0.066
198,gamagrass,g6,adapted_comm,0.1,60,0.48,0.000947,2.572382,2716.348469,125.5004147,176.1534,0.020497,12,49,7555,6653.894496,142.24,149.775333,1.052976,1846.229282,17074.06263,0.108131,580.887727,0.603674,0.35921,9.2906,7044.557962,6095.275819,13532.12569,2259,1.78811,1.869,44.658297,0.308597,0.387493,0.303909,6273.326189,318.604716,61.96359,2978.033369,925.879836,400.650858,9363.542459,2909.901432,1258.681794,1757.795998,2252.857589,2084.622232,1460.1672,1130.212,1183108.675,4242.25,1420.8514,1081.2707,1086060.162,4077.0539,482.6689,434.7936,162162.8885,1440.4754,18,343999.0281,19111.0571,10,16378.1989,1637.8199,14,2.843,28.293,5.103,845.323,616.717,776.127,16592.05,1281.148,0.465,-0.01,25.777,36.476,0.05,0.077,0.53,8.868,1.758,1.953,27.687,30.506,15.066,0.042,0.021
199,gamagrass,g1,adapted_comm,0.21,59,0.53,0.000247,-0.04394,-177.8947368,-8.523763337,383.4977,0.005155,21,67,15611,14227.66872,194.521667,166.624,0.856583,4039.72848,24689.15672,0.163624,1557.817673,0.596145,0.338667,13.564118,15870.73548,19060.62762,28628.68757,5137,1.252141,3.383,44.78186,0.321963,0.359527,0.318509,13483.40365,488.093742,256.17133,5670.031462,1489.55505,1949.248156,17824.72457,4680.219306,6123.743687,2887.25358,3841.130857,12332.24318,1800.0972,1536.0425,2102520.259,5494.7046,1746.3782,1478.2795,1966168.229,5356.2082,661.8354,603.6077,305595.4218,1975.6213,15,719945.5971,47996.3731,12,25039.902,2086.6585,15,3.246,21.893,13.479,952.105,913.581,1005.866,16602.75,1365.821,-0.025,0.026,25.133,38.527,0.041,0.101,0.599,53.113,2.229,2.613,27.515,30.485,16.735,0.05,0.069
200,gamagrass,g2,adapted_comm,0.24,65,0.72,0.001147,3.8833,3385.614647,158.3856758,124.3585,0.024518,25,68,18966,16228.50448,212.725,166.327667,0.781891,4840.212542,27210.0092,0.177884,3465.659735,0.734922,0.338667,23.134924,16709.86067,51019.64565,41798.95761,6650,1.200545,3.89,44.296179,0.323241,0.370556,0.306203,15033.5758,704.066937,490.86175,6412.870256,2220.460187,4665.350855,20164.31895,6976.808556,14657.83011,3419.053832,5883.223424,41717.3684,1034.1913,776.0016,547833.7675,3174.6888,1010.3859,757.8908,521472.8865,3093.3617,339.6736,312.0538,81684.3893,1021.7806,17,146643.4646,8626.0862,12,4082.1858,340.1821,13,9.533,-12.021,60.142,881.5,699.512,361.472,19830.939,1237.32,-0.077,0.006,21.488,38.365,0.032,0.061,0.556,8.158,1.346,0.922,30.274,35.676,13.969,0.009,-0.11
201,gamagrass,g3,adapted_comm,0.25,77,0.7,0.000287,-0.04742,-165.2264808,-7.902016331,382.6387,0.006001,19,58,12700,11280.9617,177.969333,161.247667,0.906042,3602.740106,20698.68083,0.174057,1964.806106,0.816552,0.34909,26.234373,11757.59507,53459.49715,32534.79032,4998,0.823885,2.954,43.803703,0.325961,0.377446,0.296593,10386.72386,537.046775,357.191067,4532.205816,1695.115175,4124.243741,14251.1633,5326.227728,12957.39929,2407.787745,4491.211804,46560.4976,1750.8818,1365.053,1683607.668,5186.3188,1705.5103,1315.1306,1559934.356,4982.5336,647.0446,554.8565,274436.8632,1877.5621,19,516552.2626,27186.9612,15,23591.3546,1572.757,16,3.686,-7.891,13.248,682.078,816.401,476.94,24305.343,918.236,-0.084,0.004,32.039,18.779,0.017,0.054,0.499,6.628,1.709,0.637,39.541,27.814,9.3,-0.012,-0.832
202,gamagrass,g4,adapted_comm,0.22,67,0.64,0.000249,-0.22195,-891.3654618,-42.6909021,436.4316,0.005199,15,66,13797,11899.98638,220.98,150.833667,0.682567,3415.73152,23150.04958,0.147547,2313.488205,0.684078,0.34909,15.75369,12030.99612,22758.06032,27809.68785,4639,0.713144,3.309,44.843223,0.314881,0.37015,0.314968,11121.54931,503.956583,274.480479,5075.809748,1535.434913,2236.144639,15960.13551,4824.496765,7025.055572,2940.523181,3952.13136,15865.40578,1577.8428,1283.3791,1551422.407,4730.1992,1512.4084,1231.9173,1429939.942,4531.1478,516.8716,448.3376,185178.7991,1543.3107,12,528882.9411,44073.5784,7,18496.9421,2642.4203,14,2.755,-0.323,14.122,784.221,809.03,726.878,17425.814,1333.224,0.228,0.06,26.626,54.48,0.027,0.033,0.469,30.035,1.841,0.035,29.909,29.14,12.772,0.047,0.026
203,gamagrass,g5,adapted_comm,0.13,50,0.41,0.001485,4.83471,3255.69697,150.4265713,136.2372,0.03214,18,47,11787,10758.7664,203.665667,150.749,0.740179,2891.185974,21804.53883,0.132596,2216.771552,0.597222,0.30527,14.170732,12581.37597,16037.83337,21854.96434,3639,1.19427,2.867,43.974146,0.329698,0.368147,0.302154,10104.79412,450.875088,203.097187,3988.974558,1394.536743,1570.322629,12540.58392,4381.066386,4933.314034,2037.683237,3631.408466,10368.74167,2187.2354,1387.8577,2207185.432,5976.6565,2136.405,1323.5404,2032688.629,5787.5418,802.17,520.9865,338198.8301,2144.1895,16,458400.528,28650.033,12,35522.6888,2960.2241,15,4.527,16.335,61.918,1002.183,788.719,1137.939,21042.01,1825.095,1.804,0.052,36.177,79.901,0.039,0.088,0.808,10.459,2.849,2.593,34.548,41.238,19.465,0.039,-0.008
204,gamagrass,g6,adapted_comm,0.18,70,0.72,0.000583,0.811991,1392.780446,65.48842649,269.4179,0.012399,22,67,12501,11903.51479,167.809333,154.601333,0.921292,3521.736684,20193.12449,0.174403,2112.680362,0.879261,0.34909,23.374901,11633.75374,53497.55924,36870.59219,5142,0.824988,2.805,44.746753,0.30496,0.39292,0.302121,10747.86878,699.866129,455.779878,4877.788811,2161.96989,4691.553002,15336.181,6792.833175,14741.57801,2883.181637,5614.217175,45000.16043,1602.8927,1183.2361,1453531.297,4698.2241,1534.5171,1129.4029,1327925.51,4403.3162,647.5669,525.6006,262411.7016,1843.1895,26,401352.9987,15436.6538,12,23424.9612,1952.0801,14,9.752,1.095,15.235,961.091,823.61,560.949,16795.067,1385.649,0.823,0.023,38.718,51.908,0.053,0.062,0.398,22.162,1.515,1.324,27.798,34.463,10.303,0.04,0.033
205,gamagrass,g1,adapted_comm,0.18,75,0.75,0.00058,1.478511,2549.156897,120.7243407,183.7445,0.012247,16,71,13228,12390.22572,209.719333,154.220333,0.735365,3556.023354,23423.51946,0.151814,1804.641552,0.659325,0.34909,14.429148,13551.8797,20755.16935,27801.94195,4443,1.501694,3.122,44.482551,0.326189,0.358066,0.315745,11533.76384,605.918212,250.543666,4964.364112,1925.068423,1955.615423,15609.51053,6048.684371,6143.747047,2625.015652,5136.609682,12993.54402,1490.7408,1337.32,1537842.391,4598.6817,1435.13,1286.9671,1422149.956,4377.1667,523.043,476.4041,193917.228,1575.0392,9,611752.4215,67972.4913,10,18530.2208,1853.0221,14,4.207,0.006,-5.315,849.037,857.201,711.724,26542.312,1152.219,0.001,-0.012,31.609,28.582,0.017,0.306,0.403,7.528,2.335,0.425,42.216,30.249,11.482,0.059,-0.074
206,gamagrass,g2,adapted_comm,0.19,55,0.67,0.001492,4.078675,2733.696381,124.9632342,176.1676,0.032639,14,61,12058,11237.92181,224.324333,167.132,0.745046,3341.217332,28079.03076,0.118993,1652.799562,0.70875,0.378641,14.394329,11145.70236,20853.47986,27317.15763,4921,0.511115,3.377,44.357368,0.317022,0.37983,0.303148,10428.79075,568.561129,240.56993,5037.754094,1713.161528,1939.773613,15840.37314,5382.805963,6093.978533,3114.881764,4327.923025,13410.67507,1265.8924,1123.8522,1092359.541,3853.0234,1216.4162,1076.7038,1006158.956,3649.6603,533.3295,468.9542,193082.4876,1574.7331,11,444161.8714,40378.3519,11,14151.7622,1286.5238,13,5.319,8.26,18.95,1259.097,1390.33,1198.961,23016.541,1729.064,0.321,0.011,30.135,39.438,0.038,0.202,0.45,12.188,2.427,1.03,38.114,46.611,18.237,0.041,-0.118
207,gamagrass,g3,adapted_comm,0.19,63,0.51,0.000345,-0.09559,-277.0724638,-13.28561501,390.8415,0.007195,16,65,13307,12572.30938,232.029,159.850667,0.688925,3326.984385,24446.60254,0.136092,1314.914933,0.590725,0.30527,17.688851,15017.9603,23959.24169,25361.91965,3884,1.329303,3.462,43.757484,0.343011,0.347868,0.309121,12003.49833,305.296189,263.514862,4728.422502,958.74083,2381.912341,14865.99526,3011.973147,7483.951243,2415.60158,2547.127041,18996.51306,1453.0223,1130.906,1198583.727,4057.1251,1390.4859,1087.0129,1101991.41,3913.6186,575.9162,439.0738,197115.2175,1604.1417,13,470594.8562,36199.6043,9,16356.9375,1817.4375,11,4.417,-0.291,16.164,1195.471,950.231,857.939,27134.518,1326.8,-0.073,0,29.074,30.965,0.027,0.079,0.342,10.28,1.059,1.584,41.451,38.99,16.074,0.033,-0.108
208,gamagrass,g4,adapted_comm,0.22,70,0.68,0.001447,3.933984,2718.717346,125.14662,175.8549,0.031435,21,59,14280,12297.54274,181.398333,144.314333,0.795566,3204.242695,21922.77426,0.14616,1837.412096,0.532051,0.34909,12.535814,13251.0948,9340.960143,21914.10961,4540,0.992821,2.779,44.547369,0.321011,0.365755,0.313234,11884.96446,333.455598,79.122689,5398.558635,960.034481,611.878331,16974.54688,3017.290262,1922.272468,2998.878226,2325.619161,4016.462756,1562.2728,1483.8071,1783550.502,4787.6471,1519.1712,1434.1259,1673499.267,4646.553,596.8933,557.3493,259953.7008,1816.1346,14,615256.8522,43946.918,13,16716.07,1285.8515,15,5.702,4.586,34.913,780.742,753.519,831.788,24749.776,1078.781,0.151,0.001,23.198,22.507,0.019,0.055,0.447,6.901,1.981,1.339,39.64,33.67,15.292,0.035,-0.122
209,gamagrass,g5,adapted_comm,0.2,63,0.72,0.000344,0.082384,239.4883721,11.48049052,352.6422,0.007176,17,67,17806,16203.85659,236.812667,166.073667,0.701287,4297.581011,27558.24506,0.155945,2484.874959,0.62906,0.338667,14.482951,17415.56176,26496.95722,34874.72134,6138,1.055006,4.006,44.536195,0.322124,0.369391,0.308486,15271.32018,622.793491,309.742914,6633.052029,1895.891958,2567.099778,20853.10714,5956.832403,8064.781803,3642.538461,4856.137845,17998.28092,1592.1827,1321.6398,1685314.588,4809.8658,1547.2577,1300.0768,1569109.568,4684.8142,616.4355,509.2387,247146.9522,1789.3391,14,532051.8117,38003.7008,10,24193.6064,2419.3606,13,9.298,15.426,8.958,1106.171,1301.685,1076.921,24724.307,1345.046,0.675,0,34.015,29.936,0.017,0.098,0.445,13.704,3.63,2.537,36.762,36.293,13.175,0.039,-0.12
210,gamagrass,g6,adapted_comm,0.34,59,0.73,0.000332,-0.09539,-287.3192771,-13.77870865,391.6188,0.006923,30,115,20490,19479.74457,170.137667,160.824333,0.94526,5221.623965,22983.78916,0.227187,2668.99287,0.655201,0.338667,15.220468,19070.79602,38001.10541,44384.17433,12552,0.538256,3.901,44.358464,0.319256,0.371691,0.309053,18214.5799,837.144901,428.01977,7947.426931,2487.411163,3683.119191,24996.26939,7815.688561,11572.21638,4567.85454,6222.191834,27211.05904,1423.2295,1341.1942,1471521.201,4506.3764,1383.1126,1286.127,1368437.691,4296.3806,697.5977,631.4312,342939.6566,2090.4281,14,547840.2383,39131.4456,14,23512.3177,1679.4513,13,2.89,37.245,38.59,1041.683,839.555,1541.508,16631.182,1628.674,0.853,0.049,50.31,63.036,0.048,0.902,0.693,23.299,2.869,2.269,24.625,40.287,20.304,0.079,0.203
211,gamagrass,g1,adapted_comm,0.29,62,0.75,0.00062,1.59751,2576.629032,122.8286944,180.2592,0.013006,24,65,14522,14169.62293,166.031333,141.012333,0.849312,4208.699468,18003.66471,0.233769,1935.603656,0.848302,0.34909,23.524538,12891.02803,51395.96675,42312.83871,8188,0.46438,2.988,44.662614,0.303857,0.393695,0.302448,12753.7112,911.749227,504.162498,6019.967658,2758.865122,4683.047487,18932.02101,8668.59012,14712.22758,3761.280462,7025.704827,40608.98146,1998.4352,1345.6749,2205430.443,5565.7487,1937.0573,1277.5258,2061961.858,5407.5483,861.4115,640.7303,426947.0833,2368.1372,20,684033.7325,34201.6866,15,25148.0577,1676.5372,14,11.844,13.556,8.207,1244.591,769.935,665.696,16175.304,1363.393,0.861,0.034,42.853,41.516,0.018,0.041,0.368,7.621,1.401,1.506,24.322,42.276,16.016,0.034,-0.129
212,gamagrass,g2,adapted_comm,0.23,60,0.79,0.000657,1.579982,2404.843227,111.2115155,198.8239,0.014207,15,93,14126,13636.15671,198.966667,161.374667,0.811064,4233.781855,23988.90991,0.176489,1814.715009,0.775679,0.338667,21.207268,13041.28003,47078.55083,37153.83835,8999,0.237075,3.413,43.828018,0.328419,0.367026,0.304555,12479.88711,745.060078,411.209521,5409.322213,2317.10867,4093.351796,17012.5247,7281.669722,12859.64393,3087.3751,6047.334448,37943.84129,2197.1343,1379.7789,2255085.944,6498.3531,2082.7908,1306.6976,2035465.089,6227.5075,821.5945,604.0233,381498.5635,2250.8461,16,387467.466,24216.7166,10,27959.6446,2795.9645,12,6.1,9.289,-3.92,1038.298,646.833,880.888,19873.951,1279.653,0.178,0.001,22.557,44.938,0.027,0.017,0.559,6.893,1.98,1.136,29.704,34.33,13.299,0.031,-0.12
213,gamagrass,g3,adapted_comm,0.29,57,0.61,0.000597,0.438703,734.8458961,35.15248397,315.928,0.01248,20,63,17845,16273.60097,240.876667,155.363333,0.644991,4620.530185,28481.26203,0.162231,2105.780735,0.65366,0.338667,22.495854,17982.79873,37110.01247,36308.51003,5830,1.379821,3.988,44.232279,0.327792,0.363708,0.3085,15377.9336,591.051219,304.616149,6758.813795,1750.030184,3042.413849,21247.14491,5500.522541,9560.842584,3796.520316,4383.537758,28929.9544,1683.7778,1089.5738,1422973.141,4610.8264,1652.9001,1056.3116,1336554.858,4476.441,627.0763,482.029,230623.6212,1733.0468,19,436611.3068,22979.5425,13,22574.5058,1736.5004,15,4.904,24.646,10.817,1420.923,1331.861,1370.396,22021.343,2261.966,0.31,0.007,52.939,42.886,0.028,0.11,0.502,13.741,2.858,2.439,33.882,60.964,19.502,0.045,-0.113
214,gamagrass,g4,adapted_comm,0.29,55,0.71,0.000919,2.598548,2827.582155,135.5882077,159.7648,0.019165,16,66,15286,14523.90947,221.318667,152.442333,0.688791,4501.745477,23093.00041,0.19494,2492.765624,0.764807,0.35921,16.981736,13667.62688,34950.61674,38397.94311,7049,0.572114,3.526,44.525609,0.307418,0.391355,0.301227,13298.9291,835.776489,389.203879,6420.329763,2527.729768,3267.611387,20187.59474,7943.623093,10266.72528,3961.986397,6460.617383,24528.01296,1655.5757,751.491,923747.9821,4057.3974,1627.0359,711.3782,857842.7753,3965.5918,567.5734,407.1191,185556.8819,1570.2275,22,212835.2379,9674.329,9,16480.8082,1831.2009,11,9.6385,18.0475,17.497,2691.165,2087.019,1179.511,31740.983,2100.0915,0.4195,0.032,34.438,49.8985,0.131,0.206,1.168,19.939,3.8095,2.186,61.305,59.603,12.6255,0.045,0.079
215,gamagrass,g5,adapted_comm,0.21,57,0.9,0.000288,-0.10023,-348.0208333,-16.69387075,396.1463,0.006004,20,79,17248,16228.81373,221.530333,157.48,0.710873,4342.778053,25067.20076,0.173245,1499.296285,0.600286,0.338667,10.844276,17273.49378,18208.84516,32919.17295,6160,1.173476,3.979,43.898156,0.330109,0.36534,0.304551,15290.99103,705.392801,232.429896,6755.236034,2130.216753,1587.589613,21238.94761,6692.665474,4987.559865,3932.814536,5419.137136,8856.893485,1549.7668,1206.2283,1424143.442,4632.3815,1498.7505,1167.3655,1336635.744,4468.166,695.1815,532.0165,293448.7006,1955.4217,14,441967.3268,31569.0948,16,18830.6534,1176.9158,15,4.663,12.55,18.299,1229.619,908.506,726.698,20513.199,1413.337,0.242,-0.004,33.749,36.817,0.019,0.089,0.444,9.545,2.137,1.643,29.944,36.745,9.753,0.023,-0.13
216,gamagrass,g6,adapted_comm,0.17,64,0.6,0.001775,5.759679,3244.889577,149.9447829,136.3401,0.038412,17,79,14105,13388.14731,212.555667,160.401,0.754631,3684.813419,23804.67193,0.154794,1882.734586,0.683389,0.30527,22.304646,13672.24768,38013.5498,31871.53526,7313,0.406793,3.476,44.017834,0.328404,0.36575,0.305846,12575.64041,477.476371,335.030529,5338.756525,1495.719435,3305.034447,16789.1545,4699.308828,10383.07194,3020.76204,3950.890024,31041.89773,1391.5501,1295.2918,1369321.887,4435.096,1338.8903,1257.0104,1253013.795,4381.7851,483.1461,438.7456,166399.4504,1455.2882,17,427060.3232,25121.1955,9,14572.8301,1619.2033,15,5.759,8.131,9.73,1355.848,1161.7,1310.189,21794.853,1521.076,0.349,0.005,42.747,33.123,0.025,0.108,0.749,19.864,2.688,1.181,33.291,41.373,13.77,0.059,-0.051
217,gamagrass,g1,adapted_comm,0.2,59,0.79,0.000657,1.402731,2135.054795,98.47181467,218.6024,0.014245,14,50,10790,9854.667949,224.197333,160.189333,0.714502,2653.24559,27389.90579,0.096869,1139.155428,0.570783,0.338667,12.318636,11884.88848,12699.87757,18935.68257,2927,2.171963,3.047,45.106402,0.318117,0.355506,0.326376,9415.546662,258.971952,180.149335,3862.188461,789.545489,1373.150855,12141.07349,2480.728438,4313.880638,1957.066373,2048.442027,8694.369171,1736.0471,1436.6667,1939275.351,5201.0348,1686.2599,1390.3628,1809640.994,5396.2999,742.9431,675.9447,395108.1604,2243.8494,14,676921.7995,48351.5571,14,20809.8109,1486.4151,15,3.696,11.38,18.764,854.713,707.521,637.302,19201.765,1107.38,0.316,-0.007,28.232,28.647,0.236,0.065,0.314,6.969,1.246,0.679,30.089,29.264,7.702,0.034,-0.06
218,gamagrass,g2,adapted_comm,0.21,50,0.54,0.000245,0.219566,896.1877551,39.74045249,311.0463,0.005525,21,49,15536,14407.05112,214.503,165.989,0.773831,3924.753799,29166.39328,0.134564,2710.559095,0.641673,0.34909,11.936499,15238.00989,20456.88722,31706.566,5774,1.229512,3.709,43.994089,0.324323,0.37831,0.297367,13430.46405,690.048925,286.538142,5940.296366,2145.508553,2000.905007,18675.91715,6742.316871,6288.331983,3319.60357,5640.255107,11497.02854,1479.3422,1364.2247,1542076.18,4557.572,1433.8197,1311.1141,1428491.395,4393.7643,585.5458,550.1102,253010.9344,1793.9646,11,587444.6507,53404.0592,13,12540.0569,964.6198,13,7.255,10.224,9.084,1299.491,729.267,827.409,19854.127,1319.172,-0.012,-0.012,34.794,36.588,0.018,0.032,0.515,8.182,1.594,1.169,27.573,33.782,19.557,0.044,-0.127
219,gamagrass,g3,adapted_comm,0.32,60,0.84,0.000372,-0.10361,-278.5215054,-12.3242536,391.7232,0.008407,14,53,10463,10479.04434,180.170667,158.961667,0.882284,3756.488903,21261.54619,0.17668,1916.381472,0.945417,0.34909,19.015161,9862.539576,45722.74815,34641.60282,5348,0.53207,2.792,44.052023,0.313556,0.39335,0.293095,9283.039282,718.297809,477.707247,4398.363069,2149.411742,4474.401166,13829.47214,6753.804505,14058.32618,2788.00898,5446.901145,37487.83803,1852.0678,1342.2621,1960313.029,5348.5733,1799.094,1298.49,1836704.887,5134.5866,720.2562,590.8931,324686.296,2048.3949,17,656242.7924,38602.5172,12,25533.0736,2127.7561,15,4.942,3.173,-10.689,856.715,589.774,527.998,18221.55,1004.721,-0.039,0.002,32.761,26.484,0.02,0.024,0.356,20.382,1.549,0.526,31.08,28.483,14.246,0.035,-0.1
220,gamagrass,g4,adapted_comm,0.32,61,0.99,0.000237,0.11031,465.443038,20.42777778,341.1357,0.0054,24,61,19420,17734.36008,233.849333,164.930667,0.705286,5437.938945,31583.55153,0.172176,2476.18322,0.759544,0.34909,22.613452,19331.90677,58621.53829,46694.2913,6079,1.658705,4.181,44.416292,0.324661,0.362562,0.312778,16426.44419,761.856494,546.059395,7183.936041,2345.757729,5326.622036,22585.98685,7371.021304,16737.28315,3955.217411,6110.157555,48556.16332,1745.8377,1383.9494,1905796.991,5158.2088,1698.0034,1320.9132,1780203.221,4943.8478,687.0922,581.3049,312177.669,2004.7334,17,582520.3292,34265.9017,14,22220.4575,1587.1755,15,7.338,31.134,22.936,1738.14,843.976,1284.498,16156.022,2659.86,0.769,0.042,46.826,52.068,0.047,0.153,0.631,10.167,3.041,2.226,23.873,65.942,22.691,0.07,0.012
221,gamagrass,g5,adapted_comm,0.29,53,0.68,0.000125,-0.14006,-1120.48,-50.23672884,449.8802,0.002788,27,64,17801,16947.38482,197.612,165.904333,0.839546,5100.686931,26002.65409,0.19616,3382.943055,0.736705,0.30527,18.48547,17600.87918,45301.47129,42827.08154,7273,0.613079,3.696,44.828289,0.318574,0.364596,0.31683,15561.55265,916.577026,469.255143,6578.505687,2816.93084,4229.536494,20685.95165,8851.820588,13289.3093,3761.34321,7278.094039,34262.03404,1772.1354,1208.958,1636082.928,4966.1722,1731.988,1166.4073,1515688.953,4794.0407,726.5271,556.2379,317879.4176,2036.4228,25,420993.8957,16839.7558,10,27123.0554,2712.3055,14,6.937,11.755,2.982,1215.987,867.893,1036.063,24484.034,1486.629,-0.066,0.039,37.232,30.562,0.015,0.046,0.487,34.325,1.284,0.943,34.001,43.611,12.748,0.037,-0.039
